dataset,method,seed,param1_name,param1_value,param2_name,param2_value,AUROC_kNN,AUROC_LOF,AUROC_IF,AUROC_centroid,AUROC_linear,AUPRC_kNN,AUPRC_LOF,AUPRC_IF,AUPRC_centroid,AUPRC_linear
synthetic,HIGH-D,0,,,,,0.9425075021036092,0.7482611143130153,0.7495350247777053,0.5769140745923445,0.5366137052128399,0.6890510749140265,0.12402376381750381,0.21204529685634263,0.08141470773743925,0.07976493514859086
synthetic,HIGH-D,1,,,,,0.9425075021036092,0.7482611143130153,0.7495350247777053,0.5769140745923445,0.5366137052128399,0.6890510749140265,0.12402376381750381,0.21204529685634263,0.08141470773743925,0.07976493514859086
synthetic,HIGH-D,2,,,,,0.9425075021036092,0.7482611143130153,0.7495350247777053,0.5769140745923445,0.5366137052128399,0.6890510749140265,0.12402376381750381,0.21204529685634263,0.08141470773743925,0.07976493514859086
synthetic,HIGH-D,3,,,,,0.9425075021036092,0.7482611143130153,0.7495350247777053,0.5769140745923445,0.5366137052128399,0.6890510749140265,0.12402376381750381,0.21204529685634263,0.08141470773743925,0.07976493514859086
synthetic,HIGH-D,4,,,,,0.9425075021036092,0.7482611143130153,0.7495350247777053,0.5769140745923445,0.5366137052128399,0.6890510749140265,0.12402376381750381,0.21204529685634263,0.08141470773743925,0.07976493514859086
synthetic,DR-SNE,0,lambda,0.0,k_density,40.0,0.42106578948472273,0.4459961795269963,0.43890808633228723,0.4228040459765486,0.6257530417391289,0.04743350923524976,0.05184617299114788,0.04071871586227116,0.03968869454810123,0.06594330676242392
synthetic,DR-SNE,0,lambda,0.0,k_density,80.0,0.5421204212419641,0.5728310174756858,0.647466986130022,0.6246766985542773,0.673086135139375,0.05684943876600092,0.06779269184759194,0.07908245666620556,0.06926404817359759,0.08645233305094661
synthetic,DR-SNE,0,lambda,0.0,k_density,300.0,0.5025650189303851,0.5087101583138912,0.6212060580587735,0.6398671475395533,0.6788185224987605,0.05267258682456577,0.049814397162657786,0.10346366910132149,0.0999506385098162,0.25281002834854194
synthetic,DR-SNE,0,lambda,5e-05,k_density,40.0,0.43710858817834575,0.45278561475303253,0.43024281060638475,0.4087201415437429,0.627374687394872,0.04197684978487255,0.05245503457467049,0.040462292544288826,0.03869319488556736,0.06589554245228912
synthetic,DR-SNE,0,lambda,5e-05,k_density,80.0,0.47634771505680795,0.45760566913227274,0.5899207969134203,0.5945760021610758,0.6829250695680114,0.045155212418736906,0.044466453712287954,0.06204167397593294,0.06199341546365658,0.087576486861666
synthetic,DR-SNE,0,lambda,5e-05,k_density,300.0,0.5218569814236421,0.505859484781447,0.6362522116209829,0.6454787294284643,0.6784863074549558,0.055329208668177705,0.04977606441609819,0.11024961323069078,0.1010920180636533,0.24810369816121997
synthetic,DR-SNE,0,lambda,0.0001,k_density,40.0,0.5204752688550913,0.5509354454156421,0.4482344364382856,0.4078031944657672,0.6361364397117784,0.06544459221752355,0.0684298785503994,0.041944723586709504,0.038603047439139865,0.07304882293701132
synthetic,DR-SNE,0,lambda,0.0001,k_density,80.0,0.46999200502684985,0.4733145749283347,0.4120943054482428,0.3729264873544357,0.6419694982965589,0.050774996867606406,0.04801473857386867,0.0461719211542234,0.03840282327618226,0.06656605463260726
synthetic,DR-SNE,0,lambda,0.0001,k_density,300.0,0.516857816155886,0.507287338328304,0.636397765434367,0.6433226873512478,0.6781004010909405,0.05302262865644288,0.049888879278419104,0.1107019173981404,0.09786300715873236,0.24122686397974713
synthetic,DR-SNE,0,lambda,0.0002,k_density,40.0,0.465577571793265,0.4848716316037178,0.45518662347871097,0.44213208232557244,0.6394241941478138,0.06049313815796747,0.04773277083726059,0.04229147684914657,0.04082679520871493,0.06858070812131481
synthetic,DR-SNE,0,lambda,0.0002,k_density,80.0,0.4937629981233206,0.4520586846129905,0.44652722024095653,0.40594832713785833,0.6388193278685637,0.0484347495839847,0.042047018012501394,0.04494060559857204,0.0399378619647808,0.06428315041621743
synthetic,DR-SNE,0,lambda,0.0002,k_density,300.0,0.5186355022109918,0.48550795764090404,0.6376238570669941,0.6441666477908119,0.6779493942528476,0.05563585716296751,0.04654660425291428,0.1094339123478196,0.10050194953713895,0.24524273827330123
synthetic,DR-SNE,0,lambda,0.0005,k_density,40.0,0.477393856874041,0.5323863526731147,0.441957166071448,0.4050674539156492,0.6812749003984063,0.04959754661996875,0.05973378730813127,0.04129138454896041,0.038634423832373296,0.07388624727151474
synthetic,DR-SNE,0,lambda,0.0005,k_density,80.0,0.5090121719900771,0.4516119560502987,0.44345423108576437,0.4068317171407023,0.6136464879584631,0.05179498566027883,0.0433984685087583,0.04439158566053464,0.039765443458541376,0.05878204567944255
synthetic,DR-SNE,0,lambda,0.0005,k_density,300.0,0.5085583125489199,0.5035394324995239,0.6329460007936248,0.6433923182821462,0.6783017435417313,0.05270776370068633,0.049134852955036924,0.11136706498547923,0.09831034937324035,0.23784243888637568
synthetic,DR-SNE,0,lambda,0.001,k_density,40.0,0.46206917958823795,0.4991380026325526,0.38074528586013917,0.358668925057823,0.6561649800041778,0.04970638944967799,0.053329826446050554,0.036819322353333156,0.03551944000038926,0.06748398670310754
synthetic,DR-SNE,0,lambda,0.001,k_density,80.0,0.4445045675373889,0.45560524799097984,0.4095187999318792,0.39509932474775566,0.6387790593784054,0.04315560806168687,0.04405554738251723,0.044194680337985875,0.04146269633715666,0.0750717097787763
synthetic,DR-SNE,0,lambda,0.001,k_density,300.0,0.5402252854238971,0.4981854011622493,0.6421469313313182,0.6535529811686085,0.6788151667912474,0.05689471254919756,0.05691065257408613,0.11721717549512765,0.10631238112642301,0.24151046734855164
synthetic,DR-SNE,0,lambda,0.002,k_density,40.0,0.48624789114755973,0.49820301862669353,0.44765767420945823,0.4217646155743419,0.664986296129443,0.04865228013551273,0.04677030792565515,0.042936004419232246,0.04031383750338187,0.1910591350984023
synthetic,DR-SNE,0,lambda,0.002,k_density,80.0,0.4514114525263863,0.4345116900265855,0.4842269162977486,0.4973108198916274,0.661965320440705,0.04276309180426142,0.04216279834938158,0.05144161993471787,0.049226956248354777,0.2257108964001447
synthetic,DR-SNE,0,lambda,0.002,k_density,300.0,0.5315725936011692,0.5010171988399319,0.6488671550898952,0.6533394742780825,0.6773898300250253,0.055388464467943876,0.0479425747528723,0.12175930029889956,0.10704086803066812,0.24671412865208997
synthetic,DR-SNE,0,lambda,0.005,k_density,40.0,0.5522152283684802,0.5006019300351762,0.3925800273322377,0.32732410010411084,0.6382337569075142,0.057309561492721706,0.05725936915455232,0.03754557145102052,0.03408188875287899,0.06464409214924818
synthetic,DR-SNE,0,lambda,0.005,k_density,80.0,0.4383644617151524,0.4732420077533622,0.3900431124522755,0.3415002864935289,0.6195911238180569,0.04115439904092097,0.04694759010681852,0.03738619616396233,0.03471323071936781,0.07160045604884543
synthetic,DR-SNE,0,lambda,0.005,k_density,300.0,0.5390239421341796,0.5016522664868007,0.6612333567393932,0.6714535834342142,0.6812572829339621,0.0552097585885228,0.04892311908524499,0.14777073974568727,0.12182975500253168,0.25367980927034817
synthetic,DR-SNE,0,lambda,0.01,k_density,40.0,0.5144500960151812,0.4440242818995654,0.3653593669122206,0.30775529174101657,0.6229451534774778,0.09382941738386551,0.04310613123043015,0.03600736162537793,0.03335370340204878,0.060460165022810736
synthetic,DR-SNE,0,lambda,0.01,k_density,80.0,0.4988729017390115,0.42903475590164086,0.4336480148053815,0.3858619008908565,0.6948932004137587,0.047139088440903004,0.040400323265558896,0.040570221755136165,0.03754267649929953,0.09379992936225898
synthetic,DR-SNE,0,lambda,0.01,k_density,300.0,0.5596875500734481,0.537776877329595,0.674522377955015,0.688242188122641,0.6813294306454953,0.057468403938637475,0.05253042906005051,0.1507515110193077,0.1420206869440685,0.2590829346488185
synthetic,DR-SNE,0,lambda,0.1,k_density,40.0,0.7949738212867627,0.6643344499450083,0.686055944677806,0.6428562440069161,0.6904527604469467,0.43443129453762713,0.23886115875212555,0.2525662273123372,0.17305443748668556,0.13680833781475885
synthetic,DR-SNE,0,lambda,0.1,k_density,80.0,0.6159971610714439,0.5842139968238229,0.6198344126127623,0.6368713396571641,0.5839702885656783,0.3013267130981255,0.18620882561035496,0.17635215227630657,0.17009487212815533,0.17464570685090297
synthetic,DR-SNE,0,lambda,0.1,k_density,300.0,0.5628528211852527,0.4996229023682067,0.7690493028937104,0.7575442596847816,0.7250668834453721,0.05183792679393068,0.049492046917231594,0.11716825097792576,0.11151716043884823,0.27108394291108734
synthetic,DR-SNE,0,lambda,1.0,k_density,40.0,0.8421978541928306,0.6720496409812424,0.7949620763104666,0.76310298918036,0.5954191236737615,0.46680691819568026,0.20255803018883548,0.35534764568923327,0.30960204808854036,0.2909160894005289
synthetic,DR-SNE,0,lambda,1.0,k_density,80.0,0.8534537361189061,0.7443148022775187,0.8167045442152217,0.7985233209088263,0.5105356632010597,0.521482235010913,0.2493549502491726,0.49487171295186877,0.48788508986517376,0.23946423857425397
synthetic,DR-SNE,0,lambda,1.0,k_density,300.0,0.7942909348078311,0.5357135366724302,0.849839639127214,0.8606626347840896,0.48828144990054523,0.29194574360187964,0.054492056032283485,0.39560150220106366,0.3678463700986304,0.25102988350138755
synthetic,DR-SNE,1,lambda,0.0,k_density,40.0,0.6128948094755113,0.5845801884061983,0.43592989591434217,0.4205758561877988,0.6392337577464411,0.06702966660643911,0.06720808242914876,0.07452665722026344,0.05945622147615714,0.10672478288716548
synthetic,DR-SNE,1,lambda,0.0,k_density,80.0,0.496859477231105,0.43166814737260684,0.5314022914448754,0.5260004412755379,0.6675760634027379,0.049727639809972066,0.04192220237628222,0.06802948979997982,0.05410439878390548,0.20812529075913047
synthetic,DR-SNE,1,lambda,0.0,k_density,300.0,0.4954903485657287,0.5477416507899755,0.45145507672405766,0.43100707299251095,0.7897976424476867,0.046465301733306014,0.05582541096440895,0.04439423450055556,0.0425568250551399,0.15368015622491346
synthetic,DR-SNE,1,lambda,5e-05,k_density,40.0,0.5468544856161792,0.5122076444695004,0.4253392830027541,0.40891645043326375,0.6008117456474376,0.06379553545390637,0.05064547858858033,0.1291125434227313,0.07783140425544323,0.0965072321567868
synthetic,DR-SNE,1,lambda,5e-05,k_density,80.0,0.47783177670451066,0.42636990467273883,0.5567496281456612,0.5523238693992193,0.6876557782347134,0.05283165480089615,0.041135510720150606,0.179205749603828,0.08120492585491945,0.18123203223424975
synthetic,DR-SNE,1,lambda,5e-05,k_density,300.0,0.5058980754178486,0.5454425716800098,0.44620675017344813,0.433090547894755,0.788311064019349,0.04817245554046255,0.05496584886118111,0.043956217985676234,0.04277497013918981,0.15079998465938685
synthetic,DR-SNE,1,lambda,0.0001,k_density,40.0,0.4782017434578385,0.5161606679200235,0.4251916318721744,0.4559718590367945,0.6379124479131275,0.05360451009275871,0.05098139191936851,0.04894227669883382,0.046569912980582495,0.06870494468353397
synthetic,DR-SNE,1,lambda,0.0001,k_density,80.0,0.41800286745207,0.39234764458695015,0.5229492642191813,0.5463368677322715,0.6882228928044403,0.04768359755138711,0.03782822149634168,0.1509991805498693,0.0731082700506006,0.18850368659088196
synthetic,DR-SNE,1,lambda,0.0001,k_density,300.0,0.525367890409304,0.5678826072840665,0.46184518611173336,0.4358216743470422,0.7887196214090784,0.05044876844814459,0.058906680829186764,0.04506746364541113,0.04319299019932741,0.1540800712120708
synthetic,DR-SNE,1,lambda,0.0002,k_density,40.0,0.43086529435007914,0.46952514221907904,0.3468861970521787,0.3818644143157839,0.6199401173994274,0.04017715947765718,0.046970220900234824,0.03550591896993948,0.03792299434763018,0.062001897888828816
synthetic,DR-SNE,1,lambda,0.0002,k_density,80.0,0.4795339593405699,0.41149698951089725,0.5184505188343278,0.516515533989542,0.68919688691014,0.05117627040544418,0.03972422246985949,0.06089563803174847,0.05353759660959853,0.20432571819063483
synthetic,DR-SNE,1,lambda,0.0002,k_density,300.0,0.501940857332934,0.5527500442533928,0.4525318393723485,0.4295548905661834,0.7870442844331245,0.047572284476185694,0.061209783684379994,0.04436338134290508,0.042562404600878415,0.15346486031515053
synthetic,DR-SNE,1,lambda,0.0005,k_density,40.0,0.5744535020583071,0.43501294883636643,0.443843493157293,0.4230641133088199,0.6136649443497855,0.0582841757552599,0.04415278498680573,0.044664227034606215,0.04145963813441956,0.06049853632023364
